,song,contains_similar,similar_word_counts
15,Dum Dum Diddle,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 3, 'my': 1, 'mind': 1, 'loving': 0, 'wonder': 0, 'soul': 0}"
16,Eagle,True,"{'dream': 2, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 3, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
17,Every Good Man,False,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
18,Fernando,True,"{'dream': 0, 'life': 1, 'dreams': 0, 'loves': 0, 'me': 3, 'my': 4, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
19,Fernando (In Spanish),True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
20,Free As A Bumble Bee,True,"{'dream': 0, 'life': 2, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
21,From A Twinkling Star To A Passing Angel,True,"{'dream': 0, 'life': 0, 'dreams': 3, 'loves': 0, 'me': 6, 'my': 17, 'mind': 3, 'loving': 0, 'wonder': 1, 'soul': 0}"
22,Gimme Gimme Gimme,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 9, 'my': 6, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 3}"
23,Givin' A Little Bit More,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 3, 'my': 2, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
24,Gonna Sing You My Lovesong,True,"{'dream': 0, 'life': 3, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 15, 'mind': 0, 'loving': 2, 'wonder': 0, 'soul': 0}"
25,Hamlet III,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 2, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
26,Happy Hawaii,True,"{'dream': 1, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 2, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
27,Happy New Year,True,"{'dream': 0, 'life': 0, 'dreams': 1, 'loves': 0, 'me': 2, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
28,He Is Your Brother,True,"{'dream': 0, 'life': 2, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 2, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
29,Head Over Heels,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 1, 'loving': 0, 'wonder': 0, 'soul': 0}"
30,Here We'll Stay,True,"{'dream': 1, 'life': 2, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
31,Hey Hey Helen,True,"{'dream': 0, 'life': 1, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
32,Hole In Your Soul,True,"{'dream': 0, 'life': 2, 'dreams': 0, 'loves': 0, 'me': 2, 'my': 2, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 12}"
33,"Honey, Honey",True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 12, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
34,I Am Just A Girl,True,"{'dream': 0, 'life': 1, 'dreams': 0, 'loves': 1, 'me': 2, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
35,I Am The City,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 22, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 1}"
36,"I Do, I Do, I Do, I Do, I Do",True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 7, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
37,I Have A Dream,True,"{'dream': 8, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 6, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 2, 'soul': 0}"
38,I Let The Music Speak,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 12, 'my': 5, 'mind': 1, 'loving': 0, 'wonder': 0, 'soul': 1}"
39,I Saw It In The Mirror,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 7, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
40,I Wonder (Departure),True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 2, 'my': 3, 'mind': 0, 'loving': 0, 'wonder': 4, 'soul': 0}"
41,I Wonder (Departure) [Live],True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 2, 'my': 3, 'mind': 0, 'loving': 0, 'wonder': 4, 'soul': 0}"
42,If It Wasn't For The Nights,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 3, 'my': 5, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
43,I'm A Marionette,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 3, 'my': 4, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
44,I've Been Waiting For You,True,"{'dream': 0, 'life': 2, 'dreams': 1, 'loves': 0, 'me': 18, 'my': 5, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
45,Juper Jrouper,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 11, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
46,Just A Notion,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 4, 'my': 0, 'mind': 1, 'loving': 0, 'wonder': 0, 'soul': 0}"
47,King Kong Song,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
48,Kisses Of Fire,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 3, 'my': 7, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
49,Knowing Me Knowing You,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 8, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
50,Lay All Your Love On Me,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 7, 'my': 2, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
51,Like An Angel Passing Through My Room,True,"{'dream': 0, 'life': 0, 'dreams': 1, 'loves': 0, 'me': 2, 'my': 7, 'mind': 1, 'loving': 0, 'wonder': 0, 'soul': 0}"
52,Love Has It's Ways,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 1, 'mind': 1, 'loving': 0, 'wonder': 0, 'soul': 0}"
53,Love Isn't Easy,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
54,Lovelight,True,"{'dream': 0, 'life': 1, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 5, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
55,Lovers,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 1, 'me': 4, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
56,Mamma Mia,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 8, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
57,Man In The Middle,False,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
58,Me And Bobby And Bobby's Brother,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 11, 'my': 20, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
59,Me And I,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 13, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
60,Merry-Go-Round,True,"{'dream': 0, 'life': 7, 'dreams': 0, 'loves': 0, 'me': 9, 'my': 8, 'mind': 0, 'loving': 3, 'wonder': 0, 'soul': 0}"
61,Midnight Special,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 6, 'my': 0, 'mind': 0, 'loving': 2, 'wonder': 0, 'soul': 0}"
62,Money Money Money,True,"{'dream': 0, 'life': 1, 'dreams': 1, 'loves': 0, 'me': 3, 'my': 3, 'mind': 1, 'loving': 0, 'wonder': 0, 'soul': 0}"
63,Move On,True,"{'dream': 0, 'life': 11, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 1, 'mind': 1, 'loving': 0, 'wonder': 1, 'soul': 1}"
64,"My Love, My Life",True,"{'dream': 2, 'life': 11, 'dreams': 0, 'loves': 0, 'me': 4, 'my': 25, 'mind': 2, 'loving': 0, 'wonder': 0, 'soul': 0}"
65,My Mama Said,True,"{'dream': 0, 'life': 9, 'dreams': 0, 'loves': 0, 'me': 5, 'my': 20, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
66,"Nina, Pretty Ballerina",True,"{'dream': 1, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
67,On And On And On,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 4, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
68,"One Man, One Woman",True,"{'dream': 0, 'life': 4, 'dreams': 0, 'loves': 0, 'me': 4, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
69,One Of Us,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 3, 'my': 2, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
70,Our Last Summer,True,"{'dream': 0, 'life': 0, 'dreams': 1, 'loves': 0, 'me': 0, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
71,People Need Love,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 1, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
72,Pick A Bale Of Cotton,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 4, 'my': 4, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
73,Put On Your White Sombrero,True,"{'dream': 0, 'life': 1, 'dreams': 0, 'loves': 0, 'me': 5, 'my': 3, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
74,Reina Danzante,True,"{'dream': 0, 'life': 3, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
75,Rikky Rock'n'Roller,True,"{'dream': 4, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
76,Ring Ring,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 14, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 1, 'soul': 0}"
77,Rock Me,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 36, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
78,Rock 'n Roll Band,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 5, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
79,Rubber Ball Man,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
80,S. O. S.,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 13, 'my': 0, 'mind': 1, 'loving': 0, 'wonder': 0, 'soul': 0}"
81,Should I Laugh Or Cry,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 4, 'my': 2, 'mind': 0, 'loving': 0, 'wonder': 3, 'soul': 0}"
82,Sitting In The Palmtree,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 12, 'my': 10, 'mind': 7, 'loving': 0, 'wonder': 1, 'soul': 0}"
83,Slipping Through My Fingers,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 8, 'mind': 2, 'loving': 0, 'wonder': 0, 'soul': 0}"
84,So Long,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 12, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
85,Soldiers,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
86,SOS,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 7, 'my': 4, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
87,Summer Night City,True,"{'dream': 1, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 2, 'my': 3, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 5}"
88,Suzy-Hang-Around,False,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
89,Take A Chance,False,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
90,Take A Chance On Me,True,"{'dream': 1, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 32, 'my': 7, 'mind': 4, 'loving': 0, 'wonder': 0, 'soul': 0}"
91,Thank You For The Music,True,"{'dream': 0, 'life': 4, 'dreams': 0, 'loves': 0, 'me': 3, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
92,That's Me,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 6, 'my': 4, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
93,The Day Before You Came,True,"{'dream': 0, 'life': 1, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 7, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
94,The King Has Lost His Crown,True,"{'dream': 1, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 1, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
95,The Name Of The Game,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 20, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 1, 'soul': 0}"
96,The Piper,True,"{'dream': 1, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
97,The Visitors,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 5, 'my': 5, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
98,The Way Old Friends Do,False,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
99,The Winner Takes It All,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 6, 'my': 3, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
100,Tiger,True,"{'dream': 2, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 13, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
101,Tropical Loveland,True,"{'dream': 0, 'life': 2, 'dreams': 0, 'loves': 0, 'me': 3, 'my': 9, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
102,Two For The Price Of One,True,"{'dream': 4, 'life': 1, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 2, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
103,Under Attack,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 2, 'my': 8, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
104,Voulez Vous,False,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
105,Watch Out,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 4, 'my': 3, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
106,Waterloo,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 12, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
107,We Wish You A Merry Christmas,False,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 0, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
108,What About Livingstone,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 4, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
109,When All Is Said And Done,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
110,When I Kissed The Teacher,True,"{'dream': 2, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 1, 'my': 6, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
111,Why Did It Have To Be Me?,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 8, 'my': 0, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
112,You Owe Me One,True,"{'dream': 0, 'life': 0, 'dreams': 0, 'loves': 0, 'me': 12, 'my': 5, 'mind': 0, 'loving': 0, 'wonder': 0, 'soul': 0}"
