,song,contains_similar,similar_word_counts
23,I Feel You,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
24,I Like It,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
25,I Sometimes Wish I Was Dead,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
26,I Want It All,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
27,If You Want,True,"{'hatred': 0, 'shame': 1, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
28,In Sympathy,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
29,Insight,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
30,It Doesn't Matter,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
31,It's Called A Heart,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
32,Jezebel,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
33,John The Revelator,True,"{'hatred': 0, 'shame': 2, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
34,Little 15,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
35,More Than A Party,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
36,Never Turn Your Back On Mother Earth (Bong Magazine),False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
37,Newborn,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
38,Oh Well,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
39,One Caress,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
40,People Are People,True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 3}"
41,Personal Jesus,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
42,"Pleasure, Little Treasure",False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
43,Reason Man,True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 1, '?': 0, 'hate': 0}"
44,Route 66,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
45,Rush,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
46,Sacred,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
47,Satellite,True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 3}"
48,Sea Of Sin,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
49,See You,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
50,Set Me Free,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
51,Shine,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
52,Sister Of Night,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
53,Smile In A Crowd (Oriental Mix),True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 1, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
54,Somebody,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
55,Something To Do,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
56,Song For Europe (Unreleased Track),False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
57,Stories Of Old,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
58,Suffer Well,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
59,Surrender,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
60,Sweetest Perfection,True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 1, 'anybody': 0, 'fear': 1, '?': 0, 'hate': 0}"
61,The Bottom Line,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
62,The Landscape Is Changing,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
63,The Love Thieves,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
64,The Sinner In Me,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
65,The Sweetest Condition,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
66,The Things You Said,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
67,Two Minute Warning,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
68,Useless,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
69,What's Your Name?,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
70,When The Body Speaks,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
71,World Full Of Nothing,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
72,World In My Eyes,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
73,A Pain That I'm Used To,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
74,A Photograph Of You,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
75,A Question Of Lust,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
76,A Question Of Time,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
77,Alone,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
78,Always,True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 1, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
79,Blasphemous Rumours,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
80,Blue Dress,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
81,Boys Say Go!,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
82,Breathe,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
83,But Not Tonight,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
84,Comatose,True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 1, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
85,Come Back,True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 2, '?': 0, 'hate': 2}"
86,Coming Back To You,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
87,Compulsion (Evolution Mix),False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
88,Corrupt,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
89,Dangerous,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
90,Dirt,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
91,Dream On,True,"{'hatred': 0, 'shame': 1, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
92,Dressed In Black,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
93,Enjoy The Silence,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
94,Free,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
95,Get Right With Me,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
96,Get The Balance Right,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
97,Ghost,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
98,Gone (The Vacuous House Mix),False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
99,Goodbye,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
100,Goodnight Lovers,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
101,Halo,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
102,Happens All The Time,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
103,Heaven II,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
104,Here Is The House,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
105,Hole To Feed,True,"{'hatred': 0, 'shame': 2, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
106,I Am You,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
107,I Feel Loved,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
108,I Want You Now,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
109,Ice Machine,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
110,In A Manner Of Speaking (Trandy Mix),False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
111,In Chains,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
112,In Your Memory,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
113,In Your Room,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
114,It Doesn't Matter Two,True,"{'hatred': 0, 'shame': 1, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
115,It's No Good,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
116,Judas,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
117,Just Can't Get Enough,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
118,Leave In Silence,True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 1}"
119,Lie To Me,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
120,Light,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
121,Lillian,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
122,Little Soul,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
123,Long Time Lie,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
124,"Love, In Itself",False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
125,Macro,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
126,Martyr,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
127,Master And Servant,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
128,Mercy In You,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
129,Monument,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
130,My Secret Garden,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
