,song,contains_similar,similar_word_counts
19,Fernando (In Spanish),False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
20,Free As A Bumble Bee,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
21,From A Twinkling Star To A Passing Angel,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
22,Gimme Gimme Gimme,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
23,Givin' A Little Bit More,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
24,Gonna Sing You My Lovesong,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
25,Hamlet III,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
26,Happy Hawaii,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
27,Happy New Year,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
28,He Is Your Brother,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
29,Head Over Heels,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
30,Here We'll Stay,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
31,Hey Hey Helen,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
32,Hole In Your Soul,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
33,"Honey, Honey",False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
34,I Am Just A Girl,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
35,I Am The City,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
36,"I Do, I Do, I Do, I Do, I Do",False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
37,I Have A Dream,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
38,I Let The Music Speak,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
39,I Saw It In The Mirror,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
40,I Wonder (Departure),False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
41,I Wonder (Departure) [Live],False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
42,If It Wasn't For The Nights,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
43,I'm A Marionette,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
44,I've Been Waiting For You,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
45,Juper Jrouper,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
46,Just A Notion,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
47,King Kong Song,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
48,Kisses Of Fire,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
49,Knowing Me Knowing You,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
50,Lay All Your Love On Me,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
51,Like An Angel Passing Through My Room,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
52,Love Has It's Ways,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
53,Love Isn't Easy,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
54,Lovelight,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
55,Lovers,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
56,Mamma Mia,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
57,Man In The Middle,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
58,Me And Bobby And Bobby's Brother,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
59,Me And I,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
60,Merry-Go-Round,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
61,Midnight Special,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
62,Money Money Money,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
63,Move On,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
64,"My Love, My Life",False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
65,My Mama Said,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
66,"Nina, Pretty Ballerina",False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
67,On And On And On,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
68,"One Man, One Woman",False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
69,One Of Us,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
70,Our Last Summer,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
71,People Need Love,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
72,Pick A Bale Of Cotton,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
73,Put On Your White Sombrero,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
74,Reina Danzante,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
75,Rikky Rock'n'Roller,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
76,Ring Ring,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
77,Rock Me,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
78,Rock 'n Roll Band,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
79,Rubber Ball Man,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
80,S. O. S.,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
81,Should I Laugh Or Cry,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
82,Sitting In The Palmtree,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
83,Slipping Through My Fingers,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
84,So Long,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
85,Soldiers,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
86,SOS,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
87,Summer Night City,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
88,Suzy-Hang-Around,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
89,Take A Chance,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
90,Take A Chance On Me,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
91,Thank You For The Music,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
92,That's Me,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
93,The Day Before You Came,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
94,The King Has Lost His Crown,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
95,The Name Of The Game,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
96,The Piper,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
97,The Visitors,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
98,The Way Old Friends Do,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
99,The Winner Takes It All,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
100,Tiger,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
101,Tropical Loveland,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
102,Two For The Price Of One,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
103,Under Attack,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
104,Voulez Vous,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
105,Watch Out,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
106,Waterloo,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
107,We Wish You A Merry Christmas,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
108,What About Livingstone,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
109,When All Is Said And Done,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
110,When I Kissed The Teacher,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
111,Why Did It Have To Be Me?,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
112,You Owe Me One,False,"{'democratic': 0, 'opposition': 0, 'parties': 0, 'coalition': 0, 'leader': 0, 'election': 0, 'candidate': 0, 'elections': 0, 'socialist': 0, 'liberal': 0}"
